Type,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(?),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,SwA / 103,SwB / 103,SwC / 103,SzA / 103,SzB / 103,SzC / 103,rts,ho,PA,PB,Unnamed: 76,D/t,Compression,Flexure,unit_price
HSS,HSS168.3X7.1,28.3,3350,–,–,–,–,168.0,–,–,–,–,–,–,–,–,–,–,–,7.11,6.6,–,–,–,–,–,–,–,–,–,–,–,–,–,11.0,172.0,130.0,57.2,11.0,172.0,130.0,57.2,–,–,–,21900,–,261.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,25.5,NS,C,2950
HSS,HSS168.3X6.4,25.4,3020,–,–,–,–,168.0,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,9.95,156.0,118.0,57.4,9.95,156.0,118.0,57.4,–,–,–,19900,–,236.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,28.4,NS,C,2950
HSS,HSS168.3X4.8,19.2,2280,–,–,–,–,168.0,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,7.66,119.0,90.8,57.9,7.66,119.0,90.8,57.9,–,–,–,15300,–,182.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,38.1,NS,C,2950
HSS,HSS168.3X3.2,12.9,1530,–,–,–,–,168.0,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,5.24,80.6,62.1,58.4,5.24,80.6,62.1,58.4,–,–,–,10400,–,124.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,57.1,NS,NC,2950
HSS,HSS152.4X12.7,43.7,5220,–,–,–,–,152.0,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,13.0,234.0,170.0,49.8,13.0,234.0,170.0,49.8,–,–,–,26000,–,341.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,12.9,NS,C,2950
HSS,HSS152.4X9.5,33.6,4000,–,–,–,–,152.0,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,10.3,184.0,136.0,50.8,10.3,184.0,136.0,50.8,–,–,–,20700,–,272.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,17.2,NS,C,2950
HSS,HSS152.4X7.9,28.2,3370,–,–,–,–,152.0,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,8.87,156.0,117.0,51.3,8.87,156.0,117.0,51.3,–,–,–,17700,–,233.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,20.6,NS,C,2950
HSS,HSS152.4X7.1,25.5,3030,–,–,–,–,152.0,–,–,–,–,–,–,–,–,–,–,–,7.11,6.6,–,–,–,–,–,–,–,–,–,–,–,–,–,8.03,140.0,106.0,51.6,8.03,140.0,106.0,51.6,–,–,–,16100,–,211.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,23.1,NS,C,2950
HSS,HSS152.4X6.4,22.9,2720,–,–,–,–,152.0,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,7.33,127.0,96.0,51.8,7.33,127.0,96.0,51.8,–,–,–,14700,–,192.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,25.8,NS,C,2950
HSS,HSS152.4X4.8,17.4,2050,–,–,–,–,152.0,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,5.62,96.8,73.9,52.3,5.62,96.8,73.9,52.3,–,–,–,11200,–,148.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,34.5,NS,C,2950
HSS,HSS152.4X3.2,11.7,1380,–,–,–,–,152.0,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,3.86,65.9,50.6,52.8,3.86,65.9,50.6,52.8,–,–,–,7740,–,101.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,51.7,NS,NC,2950
HSS,HSS141.3X12.7,40.3,4810,–,–,–,–,141.0,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,10.2,198.0,144.0,46.0,10.2,198.0,144.0,46.0,–,–,–,20300,–,287.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,12.0,NS,C,2950
HSS,HSS141.3X9.5,30.9,3690,–,–,–,–,141.0,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,8.12,156.0,115.0,47.0,8.12,156.0,115.0,47.0,–,–,–,16200,–,229.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,15.9,NS,C,2950
HSS,HSS141.3X6.6,21.8,2590,–,–,–,–,141.0,–,–,–,–,–,–,–,–,–,–,–,6.55,6.1,–,–,–,–,–,–,–,–,–,–,–,–,–,5.91,111.0,83.9,47.8,5.91,111.0,83.9,47.8,–,–,–,11900,–,167.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,23.2,NS,C,2950
HSS,HSS141.3X4.8,16.1,1900,–,–,–,–,141.0,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,4.45,82.8,63.1,48.5,4.45,82.8,63.1,48.5,–,–,–,8910,–,126.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,32.0,NS,C,2950
HSS,HSS141.3X3.4,11.6,1370,–,–,–,–,141.0,–,–,–,–,–,–,–,–,–,–,–,3.4,3.15,–,–,–,–,–,–,–,–,–,–,–,–,–,3.26,60.1,46.2,48.8,3.26,60.1,46.2,48.8,–,–,–,6530,–,92.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,44.9,NS,NC,2950
HSS,HSS139.7X12.7,39.8,4750,–,–,–,–,140.0,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,9.78,193.0,140.0,45.5,9.78,193.0,140.0,45.5,–,–,–,19600,–,280.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,11.8,NS,C,2950
HSS,HSS139.7X9.5,30.6,3650,–,–,–,–,140.0,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,7.83,152.0,112.0,46.5,7.83,152.0,112.0,46.5,–,–,–,15700,–,225.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,15.8,NS,C,2950
HSS,HSS139.7X6.6,21.5,2560,–,–,–,–,140.0,–,–,–,–,–,–,–,–,–,–,–,6.55,6.1,–,–,–,–,–,–,–,–,–,–,–,–,–,5.7,109.0,81.9,47.2,5.7,109.0,81.9,47.2,–,–,–,11400,–,164.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,22.9,NS,C,2950
HSS,HSS127X12.7,35.8,4270,–,–,–,–,127.0,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,7.16,157.0,113.0,40.9,7.16,157.0,113.0,40.9,–,–,–,14300,–,226.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,10.8,NS,C,2950
HSS,HSS127X9.5,27.6,3290,–,–,–,–,127.0,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,5.79,124.0,90.9,41.9,5.79,124.0,90.9,41.9,–,–,–,11500,–,182.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,14.3,NS,C,2950
HSS,HSS127X7.9,23.3,2770,–,–,–,–,127.0,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,4.99,106.0,78.5,42.4,4.99,106.0,78.5,42.4,–,–,–,9990,–,157.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,17.2,NS,C,2950
HSS,HSS127X6.6,19.5,2320,–,–,–,–,127.0,–,–,–,–,–,–,–,–,–,–,–,6.55,6.1,–,–,–,–,–,–,–,–,–,–,–,–,–,4.25,89.1,66.9,42.9,4.25,89.1,66.9,42.9,–,–,–,8490,–,134.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,20.8,NS,C,2950
HSS,HSS127X6.4,18.9,2250,–,–,–,–,127.0,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,4.14,86.9,65.1,42.9,4.14,86.9,65.1,42.9,–,–,–,8280,–,130.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,21.5,NS,C,2950
HSS,HSS127X4.8,14.4,1700,–,–,–,–,127.0,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,3.2,66.4,50.5,43.4,3.2,66.4,50.5,43.4,–,–,–,6410,–,101.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,28.7,NS,C,2950
HSS,HSS127X3.2,9.69,1150,–,–,–,–,127.0,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,2.21,45.4,34.7,43.9,2.21,45.4,34.7,43.9,–,–,–,4410,–,69.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,43.1,NS,NC,2950
HSS,HSS114.3X9.5,24.6,2940,–,–,–,–,114.0,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,4.11,98.8,71.9,37.3,4.11,98.8,71.9,37.3,–,–,–,8200,–,144.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,12.9,NS,C,2950
HSS,HSS114.3X8.6,22.3,2660,–,–,–,–,114.0,–,–,–,–,–,–,–,–,–,–,–,8.56,7.95,–,–,–,–,–,–,–,–,–,–,–,–,–,3.78,90.1,66.0,37.6,3.78,90.1,66.0,37.6,–,–,–,7530,–,132.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,14.4,NS,C,2950
HSS,HSS114.3X6,16.1,1910,–,–,–,–,114.0,–,–,–,–,–,–,–,–,–,–,–,6.02,5.59,–,–,–,–,–,–,–,–,–,–,–,–,–,2.83,66.0,49.5,38.6,2.83,66.0,49.5,38.6,–,–,–,5660,–,99.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,20.5,NS,C,2950
HSS,HSS114.3X4.8,12.9,1520,–,–,–,–,114.0,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,2.31,53.4,40.3,38.9,2.31,53.4,40.3,38.9,–,–,–,4620,–,80.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,25.9,NS,C,2950
HSS,HSS114.3X3.2,8.7,1030,–,–,–,–,114.0,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,1.6,36.5,28.0,39.4,1.6,36.5,28.0,39.4,–,–,–,3200,–,55.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,38.8,NS,C,2950
HSS,HSS101.6X8,18.4,2190,–,–,–,–,102.0,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,2.44,65.7,48.0,33.5,2.44,65.7,48.0,33.5,–,–,–,4870,–,96.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,13.7,NS,C,2950
HSS,HSS101.6X6.4,14.9,1780,–,–,–,–,102.0,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,2.04,54.2,40.1,33.8,2.04,54.2,40.1,33.8,–,–,–,4090,–,80.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,17.2,NS,C,2950
HSS,HSS101.6X6,14.2,1680,–,–,–,–,102.0,–,–,–,–,–,–,–,–,–,–,–,6.02,5.59,–,–,–,–,–,–,–,–,–,–,–,–,–,1.95,51.6,38.3,34.0,1.95,51.6,38.3,34.0,–,–,–,3900,–,76.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,18.2,NS,C,2950
HSS,HSS101.6X5.7,13.6,1610,–,–,–,–,102.0,–,–,–,–,–,–,–,–,–,–,–,5.74,5.33,–,–,–,–,–,–,–,–,–,–,–,–,–,1.87,49.5,36.9,34.0,1.87,49.5,36.9,34.0,–,–,–,3750,–,73.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,19.0,NS,C,2950
HSS,HSS101.6X5.6,13.2,1570,–,–,–,–,102.0,–,–,–,–,–,–,–,–,–,–,–,5.59,5.21,–,–,–,–,–,–,–,–,–,–,–,–,–,1.84,48.5,36.2,34.0,1.84,48.5,36.2,34.0,–,–,–,3680,–,72.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,19.5,NS,C,2950
HSS,HSS101.6X4.8,11.4,1350,–,–,–,–,102.0,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,1.59,41.8,31.5,34.3,1.59,41.8,31.5,34.3,–,–,–,3190,–,62.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,23.0,NS,C,2950
HSS,HSS101.6X3.2,7.7,916,–,–,–,–,102.0,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,1.11,28.7,22.0,34.8,1.11,28.7,22.0,34.8,–,–,–,2220,–,43.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,34.5,NS,C,2950
HSS,HSS88.9X8,15.9,1890,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,7.95,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,1.59,49.2,35.7,29.0,1.59,49.2,35.7,29.0,–,–,–,3170,–,71.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,12.0,NS,C,2950
HSS,HSS88.9X7.6,15.3,1820,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,7.62,7.09,–,–,–,–,–,–,–,–,–,–,–,–,–,1.54,47.5,34.6,29.0,1.54,47.5,34.6,29.0,–,–,–,3070,–,69.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,12.5,NS,C,2950
HSS,HSS88.9X6.4,12.9,1540,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,1.34,40.8,30.0,29.5,1.34,40.8,30.0,29.5,–,–,–,2670,–,60.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,15.0,NS,C,2950
HSS,HSS88.9X5.5,11.3,1340,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,5.49,5.11,–,–,–,–,–,–,–,–,–,–,–,–,–,1.18,35.9,26.7,29.7,1.18,35.9,26.7,29.7,–,–,–,2370,–,53.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,17.4,NS,C,2950
HSS,HSS88.9X5.2,10.6,1270,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,5.16,4.8,–,–,–,–,–,–,–,–,–,–,–,–,–,1.12,33.9,25.2,29.7,1.12,33.9,25.2,29.7,–,–,–,2250,–,50.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,18.5,NS,C,2950
HSS,HSS88.9X4.8,9.9,1170,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,1.05,31.6,23.6,30.0,1.05,31.6,23.6,30.0,–,–,–,2100,–,47.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,20.1,NS,C,2950
HSS,HSS88.9X3.2,6.71,794,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,0.737,21.8,16.6,30.5,0.737,21.8,16.6,30.5,–,–,–,1470,–,33.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,30.2,NS,C,2950
HSS,HSS76.2X6.4,10.9,1310,–,–,–,–,76.2,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,0.812,29.3,21.3,24.9,0.812,29.3,21.3,24.9,–,–,–,1620,–,42.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,12.9,NS,C,2950
HSS,HSS76.2X5.5,9.57,1140,–,–,–,–,76.2,–,–,–,–,–,–,–,–,–,–,–,5.49,5.11,–,–,–,–,–,–,–,–,–,–,–,–,–,0.7240000000000001,25.9,19.0,25.2,0.7240000000000001,25.9,19.0,25.2,–,–,–,1450,–,38.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,14.9,NS,C,2950
HSS,HSS76.2X5.2,9.03,1080,–,–,–,–,76.2,–,–,–,–,–,–,–,–,–,–,–,5.16,4.8,–,–,–,–,–,–,–,–,–,–,–,–,–,0.691,24.6,18.0,25.3,0.691,24.6,18.0,25.3,–,–,–,1380,–,36.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,15.9,NS,C,2950
HSS,HSS76.2X4.8,8.41,994,–,–,–,–,76.2,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,0.645,22.8,16.9,25.4,0.645,22.8,16.9,25.4,–,–,–,1290,–,33.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,17.2,NS,C,2950
HSS,HSS76.2X3.9,6.89,819,–,–,–,–,76.2,–,–,–,–,–,–,–,–,–,–,–,3.86,3.58,–,–,–,–,–,–,–,–,–,–,–,–,–,0.541,18.8,14.2,25.7,0.541,18.8,14.2,25.7,–,–,–,1080,–,28.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,21.3,NS,C,2950
HSS,HSS76.2X3.4,6.11,723,–,–,–,–,76.2,–,–,–,–,–,–,–,–,–,–,–,3.4,3.15,–,–,–,–,–,–,–,–,–,–,–,–,–,0.483,16.9,12.7,25.9,0.483,16.9,12.7,25.9,–,–,–,966,–,25.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,24.2,NS,C,2950
HSS,HSS76.2X3.2,5.72,677,–,–,–,–,76.2,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,0.45399999999999996,15.8,12.0,25.9,0.45399999999999996,15.8,12.0,25.9,–,–,–,912,–,23.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,25.9,NS,C,2950
HSS,HSS73X6.4,10.4,1250,–,–,–,–,73.0,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,0.708,26.7,19.3,23.8,0.708,26.7,19.3,23.8,–,–,–,1420,–,38.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,12.3,NS,C,2950
HSS,HSS73X5.2,8.63,1030,–,–,–,–,73.0,–,–,–,–,–,–,–,–,–,–,–,5.16,4.8,–,–,–,–,–,–,–,–,–,–,–,–,–,0.604,22.5,16.6,24.2,0.604,22.5,16.6,24.2,–,–,–,1200,–,32.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,15.2,NS,C,2950
HSS,HSS73X4.8,8.04,955,–,–,–,–,73.0,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,0.562,20.8,15.4,24.3,0.562,20.8,15.4,24.3,–,–,–,1120,–,30.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,16.5,NS,C,2950
HSS,HSS73X3.2,5.47,652,–,–,–,–,73.0,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,0.39899999999999997,14.5,10.9,24.8,0.39899999999999997,14.5,10.9,24.8,–,–,–,799,–,21.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,24.8,NS,C,2950
HSS,HSS63.5X6.4,8.95,1070,–,–,–,–,63.5,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,0.45,19.7,14.1,20.5,0.45,19.7,14.1,20.5,–,–,–,895,–,28.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,10.7,NS,C,2950
HSS,HSS63.5X4.8,6.91,819,–,–,–,–,63.5,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,0.36,15.5,11.3,21.0,0.36,15.5,11.3,21.0,–,–,–,720,–,22.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,14.4,NS,C,2950
HSS,HSS63.5X3.2,4.72,561,–,–,–,–,63.5,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,0.258,10.8,8.11,21.4,0.258,10.8,8.11,21.4,–,–,–,516,–,16.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,21.6,NS,C,2950
HSS,HSS60.3X6.4,8.45,1010,–,–,–,–,60.3,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,0.379,17.5,12.6,19.4,0.379,17.5,12.6,19.4,–,–,–,758,–,25.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,10.2,NS,C,2950
HSS,HSS60.3X5.5,7.48,897,–,–,–,–,60.3,–,–,–,–,–,–,–,–,–,–,–,5.54,5.16,–,–,–,–,–,–,–,–,–,–,–,–,–,0.34299999999999997,15.7,11.4,19.6,0.34299999999999997,15.7,11.4,19.6,–,–,–,687,–,22.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,11.7,NS,C,2950
HSS,HSS60.3X4.8,6.54,774,–,–,–,–,60.3,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,0.305,13.8,10.1,19.8,0.305,13.8,10.1,19.8,–,–,–,612,–,20.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,13.6,NS,C,2950
HSS,HSS60.3X3.9,5.44,645,–,–,–,–,60.3,–,–,–,–,–,–,–,–,–,–,–,3.91,3.63,–,–,–,–,–,–,–,–,–,–,–,–,–,0.261,11.7,8.65,20.1,0.261,11.7,8.65,20.1,–,–,–,520,–,17.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,16.6,NS,C,2950
HSS,HSS60.3X3.2,4.47,531,–,–,–,–,60.3,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,0.21899999999999997,9.7,7.26,20.3,0.21899999999999997,9.7,7.26,20.3,–,–,–,437,–,14.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,20.5,NS,C,2950
HSS,HSS48.3X4.8,5.12,608,–,–,–,–,48.3,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,0.14800000000000002,8.52,6.13,15.6,0.14800000000000002,8.52,6.13,15.6,–,–,–,296,–,12.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,10.9,NS,C,2950
HSS,HSS48.3X3.7,4.05,483,–,–,–,–,48.3,–,–,–,–,–,–,–,–,–,–,–,3.68,3.43,–,–,–,–,–,–,–,–,–,–,–,–,–,0.122,6.9,5.06,15.9,0.122,6.9,5.06,15.9,–,–,–,244,–,10.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,,14.1,NS,C,2950
