Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/tdes,h/tw,h/tdes,D/t,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(?),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,SwA / 103,SwB / 103,SwC / 103,SzA / 103,SzB / 103,SzC / 103,rts,ho,PA,PB,Unnamed: 77,b/t,h/t,Flange Compression,Web Compression,Flange Flexure,Web Flexure,unit_price
W,W12X120,W310X179,179.0,22700,333,333,–,–,–,312,314,–,–,–,18.0,17.5,9.52,28.2,28.6,–,–,–,43.2,50.8,30.2,–,–,–,–,–,5.57,–,13.7,–,–,445.0,3050.0,2670.0,140.0,144.0,1400.0,918.0,79.5,–,–,–,5370.0,3330.0,–,23800,52.4,–,–,633.0,1510.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,90.4,305,1540,1850,,5.57,13.7,NS,NS,C,C,2950
W,W12X106,W310X158,158.0,20100,328,327,–,–,–,310,311,–,–,–,15.5,15.9,7.94,25.1,25.4,–,–,–,40.4,47.6,28.6,–,–,–,–,–,6.17,–,15.9,–,–,388.0,2690.0,2380.0,139.0,125.0,1230.0,808.0,79.0,–,–,–,3800.0,2870.0,–,23400,45.8,–,–,560.0,1330.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,89.4,302,1530,1840,,6.17,15.9,NS,NS,C,C,2950
W,W12X96,W310X143,143.0,18200,323,324,–,–,–,310,308,–,–,–,14.0,14.3,7.94,22.9,22.2,–,–,–,38.1,46.0,28.6,–,–,–,–,–,6.76,–,17.7,–,–,347.0,2410.0,2150.0,138.0,112.0,1110.0,728.0,78.5,–,–,–,2850.0,2530.0,–,23200,41.1,–,–,506.0,1200.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,88.6,300,1520,1830,,6.76,17.7,NS,NS,C,C,2950
W,W12X87,W310X129,129.0,16500,318,318,–,–,–,307,308,–,–,–,13.1,12.7,6.35,20.6,20.6,–,–,–,35.8,42.9,27.0,–,–,–,–,–,7.48,–,18.9,–,–,308.0,2160.0,1930.0,137.0,100.0,990.0,651.0,78.0,–,–,–,2120.0,2220.0,–,22800,36.0,–,–,449.0,1060.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,87.9,297,1500,1810,,7.48,18.9,NS,NS,C,C,2950
W,W12X79,W310X117,117.0,15000,315,314,–,–,–,307,308,–,–,–,11.9,12.7,6.35,18.7,19.0,–,–,–,33.8,41.3,27.0,–,–,–,–,–,8.22,–,20.7,–,–,276.0,1950.0,1750.0,136.0,89.9,890.0,587.0,77.5,–,–,–,1600.0,1970.0,–,22800,32.7,–,–,408.0,965.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,87.1,297,1500,1810,,8.22,20.7,NS,NS,C,C,2950
W,W12X72,W310X107,107.0,13600,312,311,–,–,–,305,305,–,–,–,10.9,11.1,6.35,17.0,17.5,–,–,–,32.3,39.7,27.0,–,–,–,–,–,8.99,–,22.6,–,–,248.0,1770.0,1600.0,135.0,81.2,806.0,531.0,77.2,–,–,–,1220.0,1760.0,–,22500,29.2,–,–,369.0,872.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,86.6,295,1490,1800,,8.99,22.6,NS,NS,C,C,2950
W,W12X65,W310X97,97.0,12300,307,308,–,–,–,305,305,–,–,–,9.91,9.52,4.76,15.4,15.9,–,–,–,30.5,38.1,25.4,–,–,–,–,–,9.92,–,24.9,–,–,222.0,1590.0,1440.0,134.0,72.4,723.0,477.0,76.7,–,–,–,907.0,1550.0,–,22300,26.1,–,–,331.0,778.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,85.9,292,1480,1790,,9.92,24.9,NS,NS,NC,C,2950
W,W12X58,W310X86,86.0,11000,310,311,–,–,–,254,254,–,–,–,9.14,9.52,4.76,16.3,15.9,–,–,–,31.5,38.1,23.8,–,–,–,–,–,7.82,–,27.0,–,–,198.0,1420.0,1280.0,134.0,44.5,533.0,351.0,63.8,–,–,–,874.0,959.0,–,18600,19.2,–,–,292.0,695.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,71.4,295,1340,1590,,7.82,27.0,NS,NS,C,C,2950
W,W12X53,W310X79,79.0,10100,307,305,–,–,–,254,254,–,–,–,8.76,9.52,4.76,14.6,14.3,–,–,–,30.0,34.9,23.8,–,–,–,–,–,8.69,–,28.1,–,–,177.0,1280.0,1160.0,133.0,39.9,477.0,315.0,63.0,–,–,–,658.0,849.0,–,18600,17.2,–,–,262.0,628.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,70.9,292,1330,1590,,8.69,28.1,NS,NS,C,C,2950
W,W12X50,W310X74,74.0,9420,310,311,–,–,–,205,206,–,–,–,9.4,9.52,4.76,16.3,15.9,–,–,–,29.0,38.1,23.8,–,–,–,–,–,6.31,–,26.8,–,–,163.0,1180.0,1050.0,132.0,23.4,349.0,228.0,49.8,–,–,–,712.0,505.0,–,15100,12.6,–,–,234.0,580.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,57.2,295,1190,1400,,6.31,26.8,NS,NS,C,C,2950
W,W12X45,W310X67,67.0,8450,307,305,–,–,–,204,203,–,–,–,8.51,7.94,4.76,14.6,14.3,–,–,–,27.4,34.9,23.8,–,–,–,–,–,7.0,–,29.6,–,–,145.0,1050.0,946.0,131.0,20.8,311.0,203.0,49.5,–,–,–,524.0,443.0,–,15000,11.2,–,–,210.0,519.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,56.6,292,1190,1390,,7.0,29.6,NS,NS,C,C,2950
W,W12X40,W310X60,60.0,7550,302,305,–,–,–,203,203,–,–,–,7.49,7.94,4.76,13.1,12.7,–,–,–,25.9,34.9,22.2,–,–,–,–,–,7.77,–,33.6,–,–,128.0,934.0,844.0,130.0,18.4,275.0,180.0,49.3,–,–,–,377.0,387.0,–,14700,9.78,–,–,185.0,456.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,56.1,290,1180,1380,,7.77,33.6,NS,NS,C,C,2950
W,W12X35,W310X52,52.0,6650,318,318,–,–,–,167,165,–,–,–,7.62,7.94,4.76,13.2,12.7,–,–,–,20.8,30.2,19.1,–,–,–,–,–,6.31,–,36.2,–,–,119.0,839.0,747.0,133.0,10.2,188.0,122.0,39.1,–,–,–,308.0,236.0,–,12600,6.99,–,–,160.0,416.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,45.5,305,1100,1270,,6.31,36.2,NS,S,C,C,2950
W,W12X30,W310X44.5,44.5,5670,312,314,–,–,–,166,165,–,–,–,6.6,6.35,3.18,11.2,11.1,–,–,–,18.8,28.6,19.1,–,–,–,–,–,7.41,–,41.8,–,–,99.1,706.0,633.0,132.0,8.45,157.0,102.0,38.6,–,–,–,190.0,193.0,–,12500,5.79,–,–,134.0,349.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,45.0,302,1090,1260,,7.41,41.8,NS,S,C,C,2950
W,W12X26,W310X38.7,38.7,4940,310,311,–,–,–,165,165,–,–,–,5.84,6.35,3.18,9.65,9.52,–,–,–,17.3,27.0,19.1,–,–,–,–,–,8.54,–,47.2,–,–,84.9,610.0,547.0,131.0,7.2,134.0,87.5,38.4,–,–,–,125.0,163.0,–,12400,4.91,–,–,115.0,300.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,44.4,300,1090,1250,,8.54,47.2,NS,S,C,C,2950
W,W12X22,W310X32.7,32.7,4180,312,311,–,–,–,102,102,–,–,–,6.6,6.35,3.18,10.8,11.1,–,–,–,18.4,23.8,15.9,–,–,–,–,–,4.74,–,41.8,–,–,64.9,480.0,416.0,125.0,1.94,60.0,37.9,21.5,–,–,–,122.0,44.0,–,7740,2.13,–,–,78.0,236.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,26.4,302,907,1010,,4.74,41.8,NS,S,C,C,2950
W,W12X19,W310X28.3,28.3,3590,310,308,–,–,–,102,102,–,–,–,5.97,6.35,3.18,8.89,9.52,–,–,–,16.5,22.2,14.3,–,–,–,–,–,5.72,–,46.2,–,–,54.1,405.0,349.0,122.0,1.57,48.8,30.8,20.9,–,–,–,74.9,35.2,–,7680,1.74,–,–,64.1,200.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,25.9,302,902,1000,,5.72,46.2,NS,S,C,C,2950
W,W12X16,W310X23.8,23.8,3040,305,305,–,–,–,101,102,–,–,–,5.59,6.35,3.18,6.73,6.35,–,–,–,14.4,20.6,14.3,–,–,–,–,–,7.53,–,49.4,–,–,42.9,329.0,280.0,119.0,1.17,37.0,23.1,19.6,–,–,–,42.9,26.0,–,7550,1.29,–,–,48.0,161.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,25.0,297,889,991,,7.53,49.4,NS,S,C,C,2950
W,W12X14,W310X21,21.0,2680,302,302,–,–,–,101,102,–,–,–,5.08,4.76,3.18,5.72,6.35,–,–,–,13.3,19.1,14.3,–,–,–,–,–,8.82,–,54.3,–,–,36.9,285.0,244.0,117.0,0.982,31.1,19.5,19.1,–,–,–,29.3,21.6,–,7480,1.08,–,–,40.6,139.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,24.4,297,884,986,,8.82,54.3,NS,S,C,C,2950
W,W10X112,W250X167,167.0,21200,290,289,–,–,–,264,264,–,–,–,19.2,19.0,9.52,31.8,31.8,–,–,–,44.5,49.2,25.4,–,–,–,–,–,4.17,–,10.4,–,–,298.0,2410.0,2060.0,118.0,98.2,1130.0,742.0,68.1,–,–,–,6290.0,1620.0,–,17000,35.7,–,–,501.0,1200.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,78.2,259,1310,1570,,4.17,10.4,NS,NS,C,C,2950
W,W10X100,W250X149,149.0,18900,282,283,–,–,–,262,264,–,–,–,17.3,17.5,9.52,28.4,28.6,–,–,–,41.1,46.0,25.4,–,–,–,–,–,4.62,–,11.6,–,–,259.0,2130.0,1840.0,117.0,86.2,1000.0,655.0,67.3,–,–,–,4540.0,1380.0,–,16600,30.8,–,–,441.0,1050.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,77.2,254,1290,1550,,4.62,11.6,NS,NS,C,C,2950
W,W10X88,W250X131,131.0,16800,274,276,–,–,–,262,260,–,–,–,15.4,15.9,7.94,25.1,25.4,–,–,–,37.8,42.9,23.8,–,–,–,–,–,5.18,–,13.0,–,–,222.0,1850.0,1610.0,115.0,74.5,870.0,570.0,66.8,–,–,–,3130.0,1160.0,–,16300,26.8,–,–,385.0,916.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,75.9,249,1280,1540,,5.18,13.0,NS,NS,C,C,2950
W,W10X77,W250X115,115.0,14600,269,270,–,–,–,259,260,–,–,–,13.5,12.7,6.35,22.1,22.2,–,–,–,34.8,39.7,22.2,–,–,–,–,–,5.86,–,14.8,–,–,189.0,1600.0,1410.0,114.0,64.1,752.0,493.0,66.0,–,–,–,2130.0,975.0,–,16000,22.9,–,–,336.0,793.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,74.9,247,1270,1530,,5.86,14.8,NS,NS,C,C,2950
W,W10X68,W250X101,101.0,12800,264,264,–,–,–,257,257,–,–,–,11.9,12.7,6.35,19.6,19.0,–,–,–,32.3,36.5,22.2,–,–,–,–,–,6.58,–,16.7,–,–,164.0,1400.0,1240.0,113.0,55.8,657.0,433.0,65.8,–,–,–,1480.0,832.0,–,15700,19.7,–,–,293.0,690.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,74.2,245,1250,1510,,6.58,16.7,NS,NS,C,C,2950
W,W10X60,W250X89,89.0,11400,259,260,–,–,–,257,257,–,–,–,10.7,11.1,6.35,17.3,17.5,–,–,–,30.0,34.9,20.6,–,–,–,–,–,7.41,–,18.7,–,–,142.0,1220.0,1090.0,112.0,48.3,574.0,377.0,65.3,–,–,–,1030.0,709.0,–,15500,17.2,–,–,257.0,603.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,73.2,242,1240,1500,,7.41,18.7,NS,NS,C,C,2950
W,W10X54,W250X80,80.0,10200,257,257,–,–,–,254,254,–,–,–,9.4,9.52,4.76,15.6,15.9,–,–,–,28.4,33.3,20.6,–,–,–,–,–,8.15,–,21.2,–,–,126.0,1090.0,983.0,111.0,42.9,513.0,338.0,65.0,–,–,–,758.0,623.0,–,15300,15.2,–,–,229.0,537.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,72.4,241,1230,1490,,8.15,21.2,NS,NS,C,C,2950
W,W10X49,W250X73,73.0,9290,254,254,–,–,–,254,254,–,–,–,8.64,7.94,4.76,14.2,14.3,–,–,–,26.9,31.8,20.6,–,–,–,–,–,8.93,–,23.1,–,–,113.0,990.0,895.0,110.0,38.9,464.0,306.0,64.5,–,–,–,579.0,556.0,–,15200,13.7,–,–,210.0,488.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,72.1,240,1230,1490,,8.93,23.1,NS,NS,C,C,2950
W,W10X45,W250X67,67.0,8580,257,257,–,–,–,204,203,–,–,–,8.89,9.52,4.76,15.7,15.9,–,–,–,28.4,33.3,20.6,–,–,–,–,–,6.47,–,22.5,–,–,103.0,900.0,805.0,110.0,22.2,333.0,218.0,51.1,–,–,–,629.0,322.0,–,12300,9.82,–,–,185.0,442.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,57.7,241,1080,1290,,6.47,22.5,NS,NS,C,C,2950
W,W10X39,W250X58,58.0,7420,252,251,–,–,–,203,203,–,–,–,8.0,7.94,4.76,13.5,12.7,–,–,–,26.2,30.2,20.6,–,–,–,–,–,7.53,–,25.0,–,–,87.0,767.0,690.0,108.0,18.7,282.0,185.0,50.3,–,–,–,406.0,266.0,–,12100,8.28,–,–,156.0,377.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,56.9,239,1070,1280,,7.53,25.0,NS,NS,C,C,2950
W,W10X33,W250X49.1,49.1,6260,247,248,–,–,–,202,203,–,–,–,7.37,7.94,4.76,11.0,11.1,–,–,–,23.7,28.6,19.1,–,–,–,–,–,9.15,–,27.1,–,–,71.2,636.0,574.0,106.0,15.2,229.0,151.0,49.3,–,–,–,243.0,212.0,–,11900,6.66,–,–,127.0,310.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,55.9,236,1060,1270,,9.15,27.1,NS,NS,NC,C,2950
W,W10X30,W250X44.8,44.8,5700,267,267,–,–,–,148,146,–,–,–,7.62,7.94,4.76,13.0,12.7,–,–,–,20.6,28.6,17.5,–,–,–,–,–,5.7,–,29.5,–,–,70.8,600.0,531.0,111.0,6.95,145.0,94.2,34.8,–,–,–,259.0,111.0,–,9350,4.45,–,–,115.0,298.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,40.6,254,947,1090,,5.7,29.5,NS,NS,C,C,2950
W,W10X26,W250X38.5,38.5,4910,262,264,–,–,–,147,146,–,–,–,6.6,6.35,3.18,11.2,11.1,–,–,–,18.8,27.0,17.5,–,–,–,–,–,6.56,–,34.0,–,–,59.9,513.0,457.0,110.0,5.87,123.0,80.1,34.5,–,–,–,167.0,92.6,–,9160,3.76,–,–,98.0,252.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,40.1,250,935,1080,,6.56,34.0,NS,NS,C,C,2950
W,W10X22,W250X32.7,32.7,4190,259,257,–,–,–,146,146,–,–,–,6.1,6.35,3.18,9.14,9.52,–,–,–,16.8,23.8,15.9,–,–,–,–,–,7.99,–,36.9,–,–,49.1,426.0,380.0,108.0,4.75,100.0,65.1,33.8,–,–,–,99.5,73.8,–,9100,3.05,–,–,80.0,211.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,39.4,250,930,1080,,7.99,36.9,NS,S,C,C,2950
W,W10X19,W250X28.4,28.4,3630,259,260,–,–,–,102,102,–,–,–,6.35,6.35,3.18,10.0,9.5,–,–,–,17.7,23.8,15.9,–,–,–,–,–,5.09,–,35.4,–,–,40.1,354.0,308.0,105.0,1.79,54.9,35.1,22.2,–,–,–,97.0,27.9,–,6350,1.63,–,–,59.8,174.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,26.9,249,800,902,,5.09,35.4,NS,NS,C,C,2950
W,W10X17,W250X25.3,25.3,3220,257,257,–,–,–,102,102,–,–,–,6.1,6.35,3.18,8.38,7.94,–,–,–,16.0,22.2,14.3,–,–,–,–,–,6.08,–,36.9,–,–,34.1,306.0,265.0,103.0,1.48,45.9,29.2,21.5,–,–,–,64.9,22.9,–,6320,1.35,–,–,49.8,150.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,26.4,248,792,894,,6.08,36.9,NS,S,C,C,2950
W,W10X15,W250X22.3,22.3,2850,254,254,–,–,–,102,102,–,–,–,5.84,6.35,3.18,6.86,6.35,–,–,–,14.5,20.6,14.3,–,–,–,–,–,7.41,–,38.5,–,–,28.7,262.0,226.0,100.0,1.2,37.7,23.8,20.6,–,–,–,43.3,18.3,–,6280,1.09,–,–,40.6,128.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,25.7,247,787,889,,7.41,38.5,NS,S,C,C,2950
W,W10X12,W250X17.9,17.9,2280,251,251,–,–,–,101,102,–,–,–,4.83,4.76,3.18,5.33,4.76,–,–,–,13.0,19.1,14.3,–,–,–,–,–,9.43,–,46.6,–,–,22.4,206.0,179.0,99.1,0.907,28.5,18.0,19.9,–,–,–,22.8,13.7,–,6170,0.828,–,–,31.3,101.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,25.0,245,780,881,,9.43,46.6,NS,S,NC,C,2950
W,W8X67,W200X100,100.0,12700,229,229,–,–,–,210,210,–,–,–,14.5,14.3,7.94,23.7,23.8,–,–,–,33.8,41.3,23.8,–,–,–,–,–,4.43,–,11.1,–,–,113.0,1150.0,990.0,94.5,36.9,536.0,351.0,53.8,–,–,–,2100.0,387.0,–,10800,13.4,–,–,238.0,570.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,61.7,205,1040,1250,,4.43,11.1,NS,NS,C,C,2950
W,W8X58,W200X86,86.0,11000,222,222,–,–,–,209,210,–,–,–,13.0,12.7,6.35,20.6,20.6,–,–,–,30.5,38.1,22.2,–,–,–,–,–,5.07,–,12.4,–,–,94.9,980.0,852.0,92.7,31.3,457.0,300.0,53.3,–,–,–,1390.0,317.0,–,10500,11.3,–,–,203.0,487.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,60.7,202,1030,1240,,5.07,12.4,NS,NS,C,C,2950
W,W8X48,W200X71,71.0,9100,216,216,–,–,–,206,206,–,–,–,10.2,9.52,4.76,17.4,17.5,–,–,–,27.4,34.9,20.6,–,–,–,–,–,5.92,–,15.9,–,–,76.6,803.0,708.0,91.7,25.3,375.0,246.0,52.8,–,–,–,816.0,250.0,–,10200,9.16,–,–,169.0,397.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,59.7,199,1010,1220,,5.92,15.9,NS,NS,C,C,2950
W,W8X40,W200X59,59.0,7550,210,210,–,–,–,205,206,–,–,–,9.14,9.52,4.76,14.2,14.3,–,–,–,24.2,31.8,20.6,–,–,–,–,–,7.21,–,17.6,–,–,60.8,652.0,582.0,89.7,20.4,303.0,200.0,51.8,–,–,–,466.0,195.0,–,10000,7.28,–,–,136.0,323.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,58.7,195,998,1200,,7.21,17.6,NS,NS,C,C,2950
W,W8X35,W200X52,52.0,6650,206,206,–,–,–,204,203,–,–,–,7.87,7.94,4.76,12.6,12.7,–,–,–,22.6,30.2,20.6,–,–,–,–,–,8.1,–,20.5,–,–,52.9,569.0,511.0,89.2,17.7,264.0,174.0,51.6,–,–,–,320.0,166.0,–,9870,6.33,–,–,119.0,280.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,57.9,194,991,1190,,8.1,20.5,NS,NS,C,C,2950
W,W8X31,W200X46.1,46.1,5890,203,203,–,–,–,203,203,–,–,–,7.24,7.94,4.76,11.0,11.1,–,–,–,21.1,28.6,19.1,–,–,–,–,–,9.19,–,22.3,–,–,45.8,498.0,451.0,88.1,15.4,231.0,152.0,51.3,–,–,–,223.0,142.0,–,9740,5.49,–,–,104.0,246.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,57.4,192,986,1190,,9.19,22.3,NS,NS,NC,C,2950
W,W8X28,W200X41.7,41.7,5320,205,203,–,–,–,166,165,–,–,–,7.24,7.94,4.76,11.8,11.1,–,–,–,21.8,23.8,15.9,–,–,–,–,–,7.03,–,22.3,–,–,40.8,446.0,398.0,87.6,9.03,166.0,109.0,41.1,–,–,–,224.0,83.8,–,8000,3.93,–,–,90.5,220.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,46.7,193,876,1040,,7.03,22.3,NS,NS,C,C,2950
W,W8X24,W200X35.9,35.9,4570,201,200,–,–,–,165,165,–,–,–,6.22,6.35,3.18,10.2,9.5,–,–,–,20.2,22.2,14.3,–,–,–,–,–,8.12,–,25.9,–,–,34.4,379.0,342.0,86.9,7.62,140.0,92.3,40.9,–,–,–,144.0,69.6,–,7870,3.31,–,–,77.2,185.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,46.0,191,869,1030,,8.12,25.9,NS,NS,C,C,2950
W,W8X21,W200X31.3,31.3,3970,210,210,–,–,–,134,133,–,–,–,6.35,6.35,3.18,10.2,9.5,–,–,–,17.8,22.2,14.3,–,–,–,–,–,6.59,–,27.5,–,–,31.3,334.0,298.0,88.6,4.07,93.2,60.8,32.0,–,–,–,117.0,40.8,–,6710,2.28,–,–,64.9,166.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,37.1,200,795,930,,6.59,27.5,NS,NS,C,C,2950
W,W8X18,W200X26.6,26.6,3390,207,206,–,–,–,133,133,–,–,–,5.84,6.35,3.18,8.38,7.94,–,–,–,16.0,20.6,14.3,–,–,–,–,–,7.95,–,29.9,–,–,25.8,279.0,249.0,87.1,3.32,76.4,49.8,31.2,–,–,–,71.6,32.8,–,6650,1.85,–,–,52.9,137.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,36.3,198,787,922,,7.95,29.9,NS,NS,C,C,2950
W,W8X15,W200X22.5,22.5,2860,206,206,–,–,–,102,102,–,–,–,6.22,6.35,3.18,8.0,7.94,–,–,–,15.6,20.6,14.3,–,–,–,–,–,6.37,–,28.1,–,–,20.0,223.0,193.0,83.6,1.42,43.8,27.9,22.3,–,–,–,57.0,13.9,–,5040,1.03,–,–,37.9,109.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,26.9,198,693,795,,6.37,28.1,NS,NS,C,C,2950
W,W8X13,W200X19.3,19.3,2480,203,203,–,–,–,102,102,–,–,–,5.84,6.35,3.18,6.48,6.35,–,–,–,14.1,19.1,14.3,–,–,–,–,–,7.84,–,29.9,–,–,16.5,187.0,162.0,81.5,1.14,35.2,22.5,21.4,–,–,–,36.3,11.0,–,4990,0.82,–,–,30.5,90.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,26.2,197,686,787,,7.84,29.9,NS,NS,C,C,2950
W,W8X10,W200X15,15.0,1910,200,200,–,–,–,100,102,–,–,–,4.32,4.76,3.18,5.21,4.76,–,–,–,12.8,17.5,12.7,–,–,–,–,–,9.61,–,40.5,–,–,12.8,145.0,128.0,81.8,0.87,27.2,17.4,21.4,–,–,–,17.7,8.3,–,4880,0.637,–,–,24.3,70.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,25.7,195,681,780,,9.61,40.5,NS,S,NC,C,2950
W,W6X25,W150X37.1,37.1,4740,162,162,–,–,–,154,156,–,–,–,8.13,7.94,4.76,11.6,11.1,–,–,–,17.9,23.8,14.3,–,–,–,–,–,6.68,–,15.5,–,–,22.2,310.0,274.0,68.6,7.12,140.0,91.9,38.6,–,–,–,192.0,40.3,–,5810,2.59,–,–,63.6,154.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,44.2,151,759,914,,6.68,15.5,NS,NS,C,C,2950
W,W6X20,W150X29.8,29.8,3790,157,159,–,–,–,153,152,–,–,–,6.6,6.35,3.18,9.27,9.52,–,–,–,15.6,22.2,14.3,–,–,–,–,–,8.25,–,19.1,–,–,17.2,246.0,220.0,67.6,5.54,110.0,72.3,38.1,–,–,–,99.9,30.3,–,5660,2.01,–,–,50.3,121.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,43.2,148,749,902,,8.25,19.1,NS,NS,C,C,2950
W,W6X15,W150X22.5,22.5,2860,152,152,–,–,–,152,152,–,–,–,5.84,6.35,3.18,6.6,6.35,–,–,–,13.0,19.1,14.3,–,–,–,–,–,11.5,–,21.6,–,–,12.1,177.0,159.0,65.0,3.88,77.8,51.0,36.8,–,–,–,42.0,20.5,–,5540,1.39,–,–,35.2,87.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,42.2,146,739,892,,11.5,21.6,NS,NS,NC,C,2950
W,W6X16,W150X24,24.0,3060,160,159,–,–,–,102,102,–,–,–,6.6,6.35,3.18,10.3,9.5,–,–,–,16.6,22.2,14.3,–,–,–,–,–,4.98,–,19.1,–,–,13.4,192.0,167.0,66.0,1.84,55.6,36.1,24.6,–,–,–,92.8,10.3,–,3820,1.01,–,–,36.7,94.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,28.7,149,602,704,,4.98,19.1,NS,NS,C,C,2950
W,W6X12,W150X18,18.0,2290,153,152,–,–,–,102,102,–,–,–,5.84,6.35,3.18,7.11,6.35,–,–,–,13.5,19.1,14.3,–,–,–,–,–,7.14,–,21.6,–,–,9.2,136.0,120.0,63.2,1.24,38.0,24.6,23.3,–,–,–,37.6,6.63,–,3710,0.67,–,–,24.9,66.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,27.4,146,589,691,,7.14,21.6,NS,NS,C,C,2950
W,W6X9,W150X13.5,13.5,1730,150,149,–,–,–,100,102,–,–,–,4.32,4.76,3.18,5.46,4.76,–,–,–,11.8,17.5,12.7,–,–,–,–,–,9.16,–,29.2,–,–,6.83,102.0,91.1,62.7,0.9159999999999999,28.2,18.2,23.0,–,–,–,16.9,4.75,–,3610,0.495,–,–,18.8,49.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,26.9,145,582,681,,9.16,29.2,NS,NS,NC,C,2950
W,W6X8.5,W150X13,13.0,1630,148,149,–,–,–,100,102,–,–,–,4.32,4.76,3.18,4.95,4.76,–,–,–,11.3,17.5,12.7,–,–,–,–,–,10.1,–,29.1,–,–,6.2,93.9,83.6,61.7,0.828,25.6,16.6,22.6,–,–,–,13.9,4.24,–,3580,0.441,–,–,16.9,45.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,26.7,143,579,678,,10.1,29.1,NS,NS,NC,C,2950
