Type,AISC_Manual_Label [Imperial],AISC_Manual_Label [metric],W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,h/tw,h/tdes,D/t,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(?),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,h/tw.1,D/t.1,Ix / 107,Zx / 104,Sx / 104,rx.1,Iy / 107,Zy / 104,Sy / 104,b/tdes,h/tdes.1,Compression,Flange Flexure,Web Flexure,unit_price
HSS,HSS5-1/2X5-1/2X3/8,HSS139.7X139.7X9.5,37.0,4440,–,–,140.0,113.0,–,–,–,140.0,113.0,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,12.8,–,12.4,215.0,177.0,52.8,12.4,215.0,177.0,52.8,–,–,–,20400,–,302.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,123.2,125.19523810000001,127.1761905,129.2,131.1380952,133.11904760000002,135.1,12.8,13.8,NS,C,C,2950
HSS,HSS5-1/2X5-1/2X5/16,HSS139.7X139.7X7.9,31.5,3770,–,–,140.0,118.0,–,–,–,140.0,118.0,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,15.9,–,10.8,185.0,155.0,53.6,10.8,185.0,155.0,53.6,–,–,–,17600,–,257.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,111.6,113.9857143,116.32857140000002,118.7,121.0142857,123.3571429,125.7,15.9,16.9,NS,C,C,2950
HSS,HSS5-1/2X5-1/2X1/4,HSS139.7X139.7X6.4,25.7,3080,–,–,140.0,122.0,–,–,–,140.0,122.0,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,20.6,–,9.03,153.0,129.0,54.1,9.03,153.0,129.0,54.1,–,–,–,14500,–,211.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,98.2,100.8457143,103.49357140000001,106.1,108.78928570000001,111.4371429,114.085,20.6,21.6,NS,C,C,2950
HSS,HSS5-1/2X5-1/2X3/16,HSS139.7X139.7X4.8,19.7,2340,–,–,140.0,126.0,–,–,–,140.0,126.0,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,–,28.6,–,7.08,118.0,101.0,54.9,7.08,118.0,101.0,54.9,–,–,–,11100,–,161.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,83.79,86.8052381,89.81619048,92.8,95.83809524,98.84904762,101.86,28.6,29.6,NS,NC,C,2950
HSS,HSS5-1/2X5-1/2X1/8,HSS139.7X139.7X3.2,13.4,1590,–,–,140.0,131.0,–,–,–,140.0,131.0,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,44.4,–,4.91,81.1,70.5,55.6,4.91,81.1,70.5,55.6,–,–,–,7620,–,110.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,68.19,71.6,74.9,78.3,81.65833333,85.02666667,88.395,44.4,45.4,S,S,C,2950
HSS,HSS5X5X1/2,HSS127X127X12.7,42.1,5080,–,–,127.0,91.4,–,–,–,127.0,91.4,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,7.74,–,10.8,215.0,170.0,46.2,10.8,215.0,170.0,46.2,–,–,–,18600,–,306.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,117.1,118.5142857,119.97142859999998,121.4,122.88571429999999,124.3428571,125.8,7.74,8.74,NS,C,C,2950
HSS,HSS5X5X3/8,HSS127X127X9.5,33.2,3990,–,–,127.0,100.0,–,–,–,127.0,100.0,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,11.3,–,9.03,174.0,142.0,47.5,9.03,174.0,142.0,47.5,–,–,–,15000,–,244.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,102.07,104.0552381,106.0411905,108.0,110.01309520000001,111.9990476,113.985,11.3,12.3,NS,C,C,2950
HSS,HSS5X5X5/16,HSS127X127X7.9,28.3,3390,–,–,127.0,105.0,–,–,–,127.0,105.0,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,14.2,–,7.91,150.0,125.0,48.3,7.91,150.0,125.0,48.3,–,–,–,13000,–,210.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,93.11,95.39619048,97.68595238,100.0,102.2654762,104.5552381,106.845,14.2,15.2,NS,C,C,2950
HSS,HSS5X5X1/4,HSS127X127X6.4,23.2,2770,–,–,127.0,109.0,–,–,–,127.0,109.0,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,18.5,–,6.66,125.0,105.0,49.0,6.66,125.0,105.0,49.0,–,–,–,10700,–,172.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,82.88,85.42952381,87.97761905,90.5,93.07380952,95.62190476,98.17,18.5,19.5,NS,C,C,2950
HSS,HSS5X5X3/16,HSS127X127X4.8,17.8,2120,–,–,127.0,114.0,–,–,–,127.0,114.0,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,–,25.7,–,5.24,96.5,82.4,49.8,5.24,96.5,82.4,49.8,–,–,–,8280,–,132.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,71.3,74.1,77.0,79.8,82.68571429,85.53285714,88.38,25.7,26.7,NS,C,C,2950
HSS,HSS5X5X1/8,HSS127X127X3.2,12.1,1440,–,–,127.0,118.0,–,–,–,127.0,118.0,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,40.1,–,3.66,66.7,57.7,50.5,3.66,66.7,57.7,50.5,–,–,–,5700,–,90.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,58.73,61.9,65.0,68.1,71.25714286,74.38857143,77.52,40.1,41.1,S,S,C,2950
HSS,HSS4-1/2X4-1/2X1/2,HSS114.3X114.3X12.7,37.1,4480,–,–,114.0,78.7,–,–,–,114.0,78.7,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,6.67,–,7.53,167.0,132.0,40.9,7.53,167.0,132.0,40.9,–,–,–,13000,–,243.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,93.83,95.38380952,96.93404762,98.5,100.0345238,101.5847619,103.135,6.67,7.67,NS,C,C,2950
HSS,HSS4-1/2X4-1/2X3/8,HSS114.3X114.3X9.5,29.4,3540,–,–,114.0,87.6,–,–,–,114.0,87.6,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,9.89,–,6.37,137.0,111.0,42.4,6.37,137.0,111.0,42.4,–,–,–,10700,–,195.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,82.99,84.94238095,86.89690476,88.9,90.80595238,92.76047619,94.715,9.89,10.89,NS,C,C,2950
HSS,HSS4-1/2X4-1/2X5/16,HSS114.3X114.3X7.9,25.2,3020,–,–,114.0,92.2,–,–,–,114.0,92.2,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,12.5,–,5.62,119.0,98.3,43.2,5.62,119.0,98.3,43.2,–,–,–,9280,–,167.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,76.39,78.58285714,80.8,83.0,85.15714286,87.34857143,89.54,12.5,13.5,NS,C,C,2950
HSS,HSS4-1/2X4-1/2X1/4,HSS114.3X114.3X6.4,20.7,2480,–,–,114.0,96.5,–,–,–,114.0,96.5,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,16.3,–,4.75,99.3,83.2,43.9,4.75,99.3,83.2,43.9,–,–,–,7700,–,138.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,68.65,71.1,73.5,75.9,78.29880952,80.71190476,83.125,16.3,17.3,NS,C,C,2950
HSS,HSS4-1/2X4-1/2X3/16,HSS114.3X114.3X4.8,15.9,1890,–,–,114.0,101.0,–,–,–,114.0,101.0,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,–,22.9,–,3.75,77.2,65.7,44.5,3.75,77.2,65.7,44.5,–,–,–,5990,–,106.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,59.65,62.3,64.9,67.6,70.20119048,72.83809524,75.475,22.9,23.9,NS,C,C,2950
HSS,HSS4-1/2X4-1/2X1/8,HSS114.3X114.3X3.2,10.9,1290,–,–,114.0,105.0,–,–,–,114.0,105.0,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,35.8,–,2.64,53.6,46.2,45.2,2.64,53.6,46.2,45.2,–,–,–,4130,–,72.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,49.8,52.7,55.5,58.4,61.25238095,64.11619048,66.98,35.8,36.8,S,S,C,2950
HSS,HSS4X4X1/2,HSS101.6X101.6X12.7,32.0,3880,–,–,102.0,66.0,–,–,–,102.0,66.0,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,5.59,–,4.95,126.0,97.8,35.8,4.95,126.0,97.8,35.8,–,–,–,8740,–,184.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,73.03,74.56428571,76.1,77.6,79.16071429,80.69285714,82.225,5.59,6.59,NS,C,C,2950
HSS,HSS4X4X3/8,HSS101.6X101.6X9.5,25.6,3080,–,–,102.0,74.9,–,–,–,102.0,74.9,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,8.45,–,4.29,105.0,84.1,37.3,4.29,105.0,84.1,37.3,–,–,–,7280,–,150.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,66.04,67.90380952,69.8,71.6,73.48452381,75.34476190000001,77.205,8.45,9.45,NS,C,C,2950
HSS,HSS4X4X5/16,HSS101.6X101.6X7.9,22.0,2650,–,–,102.0,79.5,–,–,–,102.0,79.5,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,10.8,–,3.8,91.6,74.9,37.8,3.8,91.6,74.9,37.8,–,–,–,6370,–,130.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,61.16,63.2,65.2,67.3,69.29,71.31904762,73.35,10.8,11.8,NS,C,C,2950
HSS,HSS4X4X1/4,HSS101.6X101.6X6.4,18.1,2170,–,–,102.0,83.8,–,–,–,102.0,83.8,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,14.2,–,3.25,76.9,63.9,38.6,3.25,76.9,63.9,38.6,–,–,–,5330,–,107.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,55.63,57.8,60.1,62.3,64.49404762,66.70952381,68.925,14.2,15.2,NS,C,C,2950
HSS,HSS4X4X3/16,HSS101.6X101.6X4.8,14.0,1660,–,–,102.0,88.4,–,–,–,102.0,88.4,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,–,20.0,–,2.58,60.1,50.8,39.4,2.58,60.1,50.8,39.4,–,–,–,4160,–,83.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,49.06,51.5,53.9,56.3,58.69285714,61.10142857,63.51,20.0,21.0,NS,C,C,2950
HSS,HSS4X4X1/8,HSS101.6X101.6X3.2,9.59,1140,–,–,102.0,92.7,–,–,–,102.0,92.7,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,31.5,–,1.83,42.0,36.1,40.1,1.83,42.0,36.1,40.1,–,–,–,2880,–,57.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,41.68,44.3,46.9,49.5,52.04880952,54.6,57.235,31.5,32.5,NS,NC,C,2950
HSS,HSS3-1/2X3-1/2X3/8,HSS88.9X88.9X9.5,21.8,2640,–,–,88.9,62.2,–,–,–,88.9,62.2,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,7.02,–,2.7,76.9,60.8,32.0,2.7,76.9,60.8,32.0,–,–,–,4660,–,111.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,50.79,52.5,54.2,55.9,57.63,59.34047619,61.05,7.02,8.02,NS,C,C,2950
HSS,HSS3-1/2X3-1/2X5/16,HSS88.9X88.9X7.9,18.8,2270,–,–,88.9,66.8,–,–,–,88.9,66.8,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,9.04,–,2.43,67.8,54.7,32.8,2.43,67.8,54.7,32.8,–,–,–,4120,–,96.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,47.79,49.6,51.5,53.4,55.2202381,57.07761905,58.935,9.04,10.04,NS,C,C,2950
HSS,HSS3-1/2X3-1/2X1/4,HSS88.9X88.9X6.4,15.6,1880,–,–,88.9,71.1,–,–,–,88.9,71.1,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,12.0,–,2.1,57.4,47.2,33.5,2.1,57.4,47.2,33.5,–,–,–,3480,–,80.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,44.05,46.1,48.1,50.1,52.05,54.05,56.05,12.0,13.0,NS,C,C,2950
HSS,HSS3-1/2X3-1/2X3/16,HSS88.9X88.9X4.8,12.1,1450,–,–,88.9,75.7,–,–,–,88.9,75.7,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,–,17.1,–,1.69,45.2,37.9,34.3,1.69,45.2,37.9,34.3,–,–,–,2730,–,62.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,39.47,41.6,43.8,45.9,48.09404762,50.24952381,52.405,17.1,18.1,NS,C,C,2950
HSS,HSS3-1/2X3-1/2X1/8,HSS88.9X88.9X3.2,8.33,994,–,–,88.9,80.0,–,–,–,88.9,80.0,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,27.2,–,1.21,31.6,27.2,34.8,1.21,31.6,27.2,34.8,–,–,–,1910,–,43.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,34.03,36.3,38.6,40.9,43.20595238,45.50047619,47.795,27.2,28.2,NS,NC,C,2950
HSS,HSS3X3X3/8,HSS76.2X76.2X9.5,18.0,2190,–,–,76.2,49.5,–,–,–,76.2,49.5,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,5.59,–,1.57,53.3,41.3,26.9,1.57,53.3,41.3,26.9,–,–,–,2760,–,77.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,37.62,39.1,40.7,42.2,43.71785714,45.24142857,46.765,5.59,6.59,NS,C,C,2950
HSS,HSS3X3X5/16,HSS76.2X76.2X7.9,15.7,1900,–,–,76.2,54.1,–,–,–,76.2,54.1,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,7.32,–,1.44,47.5,37.7,27.4,1.44,47.5,37.7,27.4,–,–,–,2470,–,68.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,35.8,37.4,39.0,40.7,42.28809524,43.90904762,45.53,7.32,8.32,NS,C,C,2950
HSS,HSS3X3X1/4,HSS76.2X76.2X6.4,13.1,1570,–,–,76.2,58.4,–,–,–,76.2,58.4,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,9.87,–,1.26,40.6,32.9,28.2,1.26,40.6,32.9,28.2,–,–,–,2110,–,57.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,33.57,35.3,37.1,38.8,40.53809524,42.27904762,44.02,9.87,10.87,NS,C,C,2950
HSS,HSS3X3X3/16,HSS76.2X76.2X4.8,10.2,1220,–,–,76.2,63.0,–,–,–,76.2,63.0,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,–,14.3,–,1.02,32.3,26.9,29.0,1.02,32.3,26.9,29.0,–,–,–,1680,–,45.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,30.72,32.6,34.5,36.3,38.2,40.07,41.94,14.3,15.3,NS,C,C,2950
HSS,HSS3X3X1/8,HSS76.2X76.2X3.2,7.06,839,–,–,76.2,67.3,–,–,–,76.2,67.3,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,22.8,–,0.741,22.9,19.5,29.7,0.741,22.9,19.5,29.7,–,–,–,1180,–,31.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,27.154,29.1,31.1,33.1,35.10440476,37.09195238,39.0795,22.8,23.8,NS,C,C,2950
HSS,HSS2-1/2X2-1/2X5/16,HSS63.5X63.5X7.9,12.5,1520,–,–,63.5,41.4,–,–,–,63.5,41.4,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,5.6,–,0.758,30.8,23.9,22.4,0.758,30.8,23.9,22.4,–,–,–,1330,–,44.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,25.682,27.1,28.4,29.8,31.20785714,32.58942857,33.971,5.6,6.6,NS,C,C,2950
HSS,HSS2-1/2X2-1/2X1/4,HSS63.5X63.5X6.4,10.5,1270,–,–,63.5,45.7,–,–,–,63.5,45.7,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,7.73,–,0.6779999999999999,26.7,21.3,23.1,0.6779999999999999,26.7,21.3,23.1,–,–,–,1160,–,38.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,24.573,26.0,27.5,29.0,30.465,31.938000000000002,33.411,7.73,8.73,NS,C,C,2950
HSS,HSS2-1/2X2-1/2X3/16,HSS63.5X63.5X4.8,8.3,994,–,–,63.5,50.3,–,–,–,63.5,50.3,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,–,11.4,–,0.562,21.6,17.7,23.8,0.562,21.6,17.7,23.8,–,–,–,937,–,30.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,22.967,24.5,26.1,27.7,29.235,30.802,32.369,11.4,12.4,NS,C,C,2950
HSS,HSS2-1/2X2-1/2X1/8,HSS63.5X63.5X3.2,5.8,690,–,–,63.5,54.6,–,–,–,63.5,54.6,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,18.5,–,0.415,15.5,13.1,24.5,0.415,15.5,13.1,24.5,–,–,–,670,–,21.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.863000000000003,22.5,24.2,25.9,27.51607143,29.17928571,30.8425,18.5,19.5,NS,C,C,2950
HSS,HSS2-1/4X2-1/4X1/4,HSS57.2X57.2X6.4,9.26,1120,–,–,57.2,39.4,–,–,–,57.2,39.4,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,6.65,–,0.47,21.0,16.6,20.5,0.47,21.0,16.6,20.5,–,–,–,816,–,30.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.609,21.9,23.3,24.6,25.913,27.2,28.565,6.65,7.65,NS,C,C,2950
HSS,HSS2-1/4X2-1/4X3/16,HSS57.2X57.2X4.8,7.35,884,–,–,57.2,43.9,–,–,–,57.2,43.9,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,–,9.94,–,0.397,17.0,13.9,21.2,0.397,17.0,13.9,21.2,–,–,–,666,–,24.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,19.479,20.9,22.3,23.7,25.127261899999997,26.5,27.9515,9.94,10.94,NS,C,C,2950
HSS,HSS2-1/4X2-1/4X1/8,HSS57.2X57.2X3.2,5.16,617,–,–,57.2,48.3,–,–,–,57.2,48.3,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,16.4,–,0.29600000000000004,12.4,10.4,21.9,0.29600000000000004,12.4,10.4,21.9,–,–,–,479,–,17.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,17.979,19.5,21.0,22.5,23.96095238,25.45647619,26.951999999999998,16.4,17.4,NS,C,C,2950
HSS,HSS2X2X1/4,HSS50.8X50.8X6.4,8.0,974,–,–,50.8,33.0,–,–,–,50.8,33.0,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,5.58,–,0.311,15.8,12.2,17.9,0.311,15.8,12.2,17.9,–,–,–,545,–,23.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.820999999999998,18.0,19.2,20.3,21.50321429,22.67385714,23.8445,5.58,6.58,NS,C,C,2950
HSS,HSS2X2X3/16,HSS50.8X50.8X4.8,6.4,768,–,–,50.8,37.6,–,–,–,50.8,37.6,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,–,8.51,–,0.267,13.1,10.5,18.6,0.267,13.1,10.5,18.6,–,–,–,454,–,18.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.230999999999998,17.5,18.7,20.0,21.22130952,22.46890476,23.7165,8.51,9.51,NS,C,C,2950
HSS,HSS2X2X1/8,HSS50.8X50.8X3.2,4.53,542,–,–,50.8,41.9,–,–,–,50.8,41.9,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,14.2,–,0.20199999999999999,9.57,7.96,19.3,0.20199999999999999,9.57,7.96,19.3,–,–,–,331,–,13.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,15.224,16.55,17.88,19.2,20.52738095,21.85319048,23.179000000000002,14.2,15.2,NS,C,C,2950
